title,text,label
 Superhero Cop Shows Us All What A Good Police Officer Looks Like (IMAGES),"It s not often enough that we see a story about a good police officer who goes above and beyond the call of duty, which is why this story is so awesome.It s true that police officers around the country have developed a bad reputation. There are bad apples in every department who can t keep their guns holstered, and they end up killing unarmed individuals for no reason. The fallout has been swift. And rightfully so.But there are good cops out there who not only do the right thing at work, they do extraordinary things off the clock as well which should be newsworthy, too.Take Damon Cole of the Fort Worth Police Department in Texas, for example.When he isn t fighting crime as a police officer, Cole takes two weeks off every year and spends it traveling the country visiting cancer-stricken children in hospitals dressed as different superhero characters. And he does this on his own time with his own money. I dress up as different Superheroes (Superman, Batman, Iron Man, Captain America and Baymax) and I travel the country seeing children with cancer on my own time and money,  he explained on Facebook. After winter is over I will take 2 weeks off from work and I will go through 20 states in my custom 2012 Superman Dodge Charger to all the children s hospitals. If anyone on here knows of any children who are sick or have cancer, PM and I will go see them. I do NOT charge anything, I do all this on my own time and money. I will go anywhere to make a child happy. I also go to schools or any community functions to talk to kids about being a police officer then a become a Superhero for them. Back in October I took a week off from work and I drove to Illinois, Missouri, Indiana, New York City and Tennessee to see children with cancer. Here are several photos of Cole in action.Cole even started a non-profit organization called Heroes and Cops Against Childhood Cancer.Here s the full post on Facebook.// < ![CDATA[ (function(d, s, id) {  var js, fjs = d.getElementsByTagName(s)[0];  if (d.getElementById(id)) return;  js = d.createElement(s); js.id = id;  js.src = ""//connect.facebook.net/en_US/sdk.js#xfbml=1&#038;version=v2.3"";  fjs.parentNode.insertBefore(js, fjs);}(document, 'script', 'facebook-jssdk')); // ]]&gt;This guy is the kind of hero every police officer should aspire to be both in and out of uniform.Featured Image: Facebook",fake
Episode #9 – ON THE QT: ‘Cozy Bears & Eggnog’ – Sober Analysis of Russian Hack Hysteria," Here is the FULL Episode #9 of this podcast   a special post-election holiday edition @21WIRE.TV This is a special 2 hour holiday transmission from 21WIRE broadcasting LIVE on the Alternate Current Radio Network .It seems that partisan politics has finally broken US politics, as half the country continues its unhealthy obsession with the Russian menace, believing that Vladimir Putin himself, along with his trusted alleged cyber-sidekicks Cozy Bear and Fancy Bear, somehow stole the US presidency away from the would-be-should-be-anointed Madam President Hillary in favour of her ouster  the new President-Elect Donald J. Trump.The question is: can the American mental condition come back from the brink of a collective bout of insanity, or is this a new hyper sectarian Kafka Amerika?Listen to Episode #9 of  ON THE QT hosted by Patrick Henningsen on the audio player below. This podcast aims to bring together alternative news, views and analysis not covered in mainline media, as well as additional deep state and geopolitical analysis on key international events. Listen, become informed, and engage Listen to  On The QT: EP #9    Cozy Bears & Eggnog    Sober Analysis of Russian Hack Hysteria  on Spreaker.LISTEN TO MORE  ON THE QT  PODCASTS HERESUPPORT 21WIRE  SUBSCRIBE & BECOME A MEMBER @ 21WIRE.TV",fake
U.S. pledges 'strong response' in event of another North Korean nuclear test,"TOKYO (Reuters) - The United States will respond strongly in the case of a further North Korean nuclear test, U.S. Deputy Secretary of State Antony Blinken said on Monday, days after the North’s failure to launch what the United States believes was an intermediate-range ballistic missile. North Korea conducted a fourth nuclear test in January and a long-range rocket launch the next month, both in contravention of U.N. Security Council resolutions. Expanded U.N. sanctions aimed at starving North Korea of funds for its nuclear weapons program were approved in a unanimous Security Council vote in early March on a resolution drafted by the United States and China. Blinken, who is meeting senior Japanese government officials in Tokyo, told reporters North Korea would be digging itself deeper into a hole if it pursued further provocations. “There will be additional strong response in case of another (North Korean) nuclear test,” Blinken said, adding that such actions by North Korea were “unacceptable”. Blinken said the United States would consider “a number of possibilities” while adding that it was “premature” to be specific. Some experts expect North Korea to conduct its fifth nuclear test in the near future, possibly before its party congress in early May, following the embarrassing missile failure on Friday. ",real
"In high-level talks, U.S. asks China to do more to rein in North Korea","WASHINGTON (Reuters) - The United States pressed China to exert more economic and diplomatic pressure on North Korea to help rein in its nuclear and missile programs during a round of high-level talks in Washington on Wednesday. The meeting of top U.S. and Chinese diplomats and defense chiefs was held a day after President Donald Trump said China’s efforts to use its leverage with Pyongyang had failed, raising fresh doubts about his administration’s strategy for countering the threat from North Korea. The death of American university student Otto Warmbier this week, after his release from 17 months of imprisonment in Pyongyang, has further complicated Trump’s approach to North Korea, his top national security challenge. “We reiterated to China that they have a diplomatic responsibility to exert much greater economic and diplomatic pressure on the regime if they want to prevent further escalation in the region,” U.S. Secretary of State Rex Tillerson told reporters at a joint news conference with Defense Secretary Jim Mattis. Mattis vowed to “continue to take necessary measures to defend ourselves and our allies” against North Korea, which is working to develop a nuclear-tipped missile capable of hitting the United States. But with the long-standing option of pre-emptive military strikes seen as far too risky for now, Trump’s aides are stressing economic and diplomatic pressure. Tillerson said Trump would make a state visit to China this year, and Mattis said both sides agreed to expand military-to-military ties, signaling the new administration’s determination to continue efforts to improve relations between the world’s two largest economies, despite frustration over North Korea. North Korea topped the agenda at the newly established Diplomatic and Security Dialogue, which paired Tillerson and Mattis with Chinese State Councilor Yang Jiechi and General Fang Fenghui, chief of joint staff of the People’s Liberation Army. While the U.S. officials stressed agreement on the goal of North Korean denuclearization, the talks also dealt with China’s sweeping territorial claims in the South China Sea, with the Americans reaffirming opposition to Beijing’s militarization of islands it is building in the strategic waterway. Tillerson urged China to help crack down on illicit North Korean activities that fund its nuclear and missile programs, and said the Chinese had agreed their companies “should not do business” with sanctioned North Korean entities. Tillerson stressed the need to choke off funding sources including money laundering, labor export and computer hacking. “Countries around the world and in the U.N. Security Council are joining in this effort, and we hope China will do their part as well,” he said. China, North Korea’s main trading partner, has been accused of not fully enforcing existing U.N. sanctions on its neighbor, and has resisted some tougher measures. Washington has considered further “secondary sanctions” against Chinese banks and other firms doing business with North Korea. A Chinese foreign ministry spokesman said China did not exert “so-called economic or diplomatic pressure” in its interactions with other countries. “What we do is to develop friendly and cooperative relations on the basis of five principles of peaceful coexistence,” the  spokesman, Geng Shuang, told a regular briefing on Thursday. Trump has had high hopes for cooperation from China to exert influence over North Korea, leaning heavily on Chinese President Xi Jinping for his assistance. The two leaders met in Florida in April and Trump has  praised Xi for working on the issue, despite only modest steps so far by Beijing. At the same time, Trump has mostly held back on attacking Chinese trade practices, which he railed against during the presidential campaign. “While I greatly appreciate the efforts of President Xi & China to help with North Korea, it has not worked out. At least I know China tried!” Trump wrote on Twitter on Tuesday, a day after Warmbier died following his return from captivity in a coma. The tweet puzzled even Trump’s own aides. Asked whether Trump had lost faith in China’s ability to restrain North Korea, Mattis said the president’s view represented Americans’ “frustration” with Pyongyang’s provocations and after seeing “a young man go over there healthy, and with a minor act of mischief, come home dead, basically.” Later on Wednesday, Trump said in a speech in Cedar Rapids, Iowa, that the United States has a “great relationship with China and I really like President Xi.” The talks followed what a U.S. official said on Tuesday were new movements detected by U.S. spy satellites at North Korea’s nuclear test site. But it was unclear if Pyongyang was preparing for a sixth nuclear test. ",real
U.N. ends month-long Libya talks in Tunisia without proposing new date,"TUNIS (Reuters) - Month-long U.N.-backed talks aimed at bridging differences between rival Libyan factions ended on Saturday with no discernable progress towards stabilizing the country and paving the way for elections.  A month ago U.N. envoy Ghassan Salame, the latest in a series of Libya envoys since a 2011 NATO-backed uprising ended Muammar Gaddafi s 42-year rule, announced a one-year action plan for a transition toward presidential and parliamentary elections. Since then the U.N. has hosted in Tunis delegations from rival parliaments from eastern Libya and Tripoli, which are meant to draw up amendments to a previous U.N.-mediated plan signed in December 2015. But at the end of a second round of talks Salame said only that discussions would continue, without giving a new date.  There are some area of consensus ... but there are parts which need discussions with the political leaderships inside Libya,  Salame told reporters, without giving details. Delegates will return to Libya on Sunday, the U.N. mission said in a statement. Salame will go to Tripoli next week to discuss how to move the talks forward, a U.N. source added. The North African country has been in turmoil since Gaddafi s downfall gave space to Islamist militants and smuggling networks that have sent hundreds of thousands of migrants to Europe. Political and military fractures have left the country mired in conflict and the OPEC member s economy in freefall. Rival parliaments and governments have vied for power. The U.N. tried a similar approach in 2015 of hosting Libyans in luxury hotels abroad but the deal never won support from the power-brokers and factions aligned with military commander Khalifa Haftar that control eastern Libya. Haftar is just one of many players in Libya controlled by armed groups divided among political, religious, regional and business lines. A U.N. source said a major obstacle at the Tunis talks had been how to integrate Haftar, who is opposed by many in western Libya, in any deal and whether he would control a future national army. Western states have tried to work with the U.N.-backed Government of National Accord (GNA) in Tripoli, but it has been hamstrung by internal splits and been unable to halt a slide in living standards or tame the power of armed groups. Under the new U.N. plan, once amendments have been agreed a national conference is meant to approve the members of a transitional government that would run the country until elections. ",real
ONE VIDEO Perfectly Illustrates Why Liberals Wanted BILL O’REILLY Off The Air,"Bill O Reilly was dismissed overnight from FOX News allegedly over allegations of sexual harassment by at least six women. Was O Reilly ousted from FOX News over allegations made by women like the one who is already out promoting herself on TV shows like  The View , or because he DEMANDED both sides of the story were being heard on his show? (Watch one of the accuser s interviews on The View HERE.)Bill O Reilly took on highly controversial topics on his FOX News  The O Reilly Factor  show that other TV hosts wouldn t touch for fear of being labeled by the left as a  racist,  a  hate-monger  or  a right-wing nazi sympathizer!  O Reilly demanded both sides of the story were being told and for over 20 years he was able to rise to the top for having the courage to do just that on his wildly popular  The O Reilly Factor  show. Bill wasn t afraid to invite flame-throwers like Al Sharpton to appear on his show, in fact he relished it. O Reilly knew that if he was able to get these bad-actors on his show, that through logical discourse, he would very likely be able to expose them to his massive audience. Almost like magic, within 10-15 minutes O Reilly  was usually able to discredit them while exposing their hidden radical agenda. The video below is a perfect example of how with a respectful tone, and with composure that most of us wouldn t be able to maintain, he forces his radical leftist guests to explain their positions. By dissecting their argument and forcing them to explain themselves to his viewers, he was able to expose the hypocrisy and lies of their positions.In the interview below, O Reilly attempts to expose how the  Democratic Party is trying to undermine federal law, undermine law enforcement in general and upend our capitalistic system.  O Reilly asks a VERY IMPORTANT question of his viewers,  How many Americans even know that it is happening?  In his interview with Criminal Defense Attorney Kisha Hebdan and NYC Councilman Humane Williams, Bill O Reilly exposes the hypocrisy of the left and their support for Black Lives Matter, Abortion and illegal immigration. There aren t too many hosts who can attack all three of these very controversial subjects in one interview, but then again, that s why O Reilly had substantially more viewers than any other news host on cable TV. That s also a very good reason to eliminate him from your lineup if you re James and Lachlan Murdoch, the two liberal sons of Rupert Murdoch, who owns the FOX News network where the #1-rated host Bill O Reilly has reached a massive audience for over 20 years.Watch one video that perfectly illustrates why the left is cheering from the rooftops now that Bill O Reilly no longer has the ability to expose them: As an added bonus, watch Bill O Reilly as he exposed the lies of the left being pushed on Americans about police officers using racial hatred by low-life race-baiters like Al Sharpton:In this video, O Reilly continues to expose the lies of the left about the racial divide in America. Bill O Reilly points out  Racial politics are abhorrent and black Americans should rebel against them. Earlier this week we published a story about the liberal sons of Rupert Murdoch and about their liberal wives, one of whom regularly posts anti-Trump tweets and is employed by the Clinton Climate Initiative.From the article IS FOX NEWS ABOUT TO BECOME CNN? : ",fake
“CONVERT OR DIE” And “THE CALIPHATE IS HERE”…Muslim Immigrants “Mark” Swedish Christian Shop Owner’s Buildings With Graffiti,"Sweden is experiencing what happens when your country puts progressive politics ahead of common sense and national security.  Remember to discuss this story with your liberal friends when they gush about how Hillary  won CNN s debate.  Hillary won the hearts of progressives and the media when she attempted to brand herself  the most progressive candidate  on the stage. A spate of Islamist graffiti in the multiculturalist Swedish city Gothenburg has been compared to the harassment of the Jewish community in Germany in the 1930s, with Christian business owners being told to  convert or die .The threats are yet another conflict imported to Europe from the Levant, as the Assyrian Christian Asmar family awoke to find their pizza parlour had been daubed with threats in red paint. Their experience is becoming increasingly common in the city, as legitimate asylum seekers fleeing persecution find it has followed them to Northern Europe, thanks to Sweden s open door immigration policy.The Goteborgs-Posten records the remarks of the local Assyrian association s president:  Imagine yourself having fled from persecution in a country and then to find yourself staying next door to ISIS sympathizers here in Sweden. It is everyday life for many people . Convert Or Die!  / Syrian Academic FoundationAs well as the vandalism on the Asmar pizzeria, written in Swedish but unusually drawn out in a Gothic script, local Assyrian Christians have found the message  the Caliphate is here  and the Islamic glyph for  N  ( )written on their walls. In Syria and elsewhere in the Arab world, the   has come to be a sign of persecution, marking inhabitants out as devotees of Nazareth   Jesus Christ   and thus fair targets for persecution.Yusuf Asmar, who operates the pizzeria, compares their situation to that of the Jews in Nazi Germany. He said:  It feels extremely uncomfortable that this has come to Gothenburg, Sweden. There is no doubt that it is directed at me as a Christian and Assyrian  It feels like persecution of Jews in the 30s when Jews in Germany had Stars of David painted on its doors. Now it happens here .He said that under Swedish law, radical Islamists and ISIS supporters appeared free to come and go as they pleased, a situation  politicians must take seriously .Police inspector Bertil Claesson said that while they would look into the graffiti, it wouldn t be classified as a hate crime   the city has yet to establish a specialist task force to look into such things   but it would be difficult to investigate. He said:  No witnesses or forensic evidence that can be traced, it is almost impossible to investigate such cases. The only possibility is if someone has seen something and we get tips from the public .This sort of inter-ethnic and religious conflict is becoming a steady hallmark of the European migrant crisis, as the continent imports wholesale human beings from destabilised parts of the world. Breitbart London reported in September on the grenade attacks now common in Sweden, where different migrant groups continue conflicts with explosives imported from Eastern Europe.Via: Breitbart News London",fake
"No talk of ousting U.S. House Speaker Ryan, says key conservative","WASHINGTON (Reuters) - U.S. Representative Jim Jordan, a leading House conservative, said on Sunday that fellow conservatives are not discussing replacing Speaker Paul Ryan despite unhappiness with the way Republican leaders handled last week’s debt ceiling increase that included no fiscal reforms. Many Republicans are unhappy with the deal President Donald Trump reached last week with Democratic leaders to raise the government’s debt ceiling and allow it to continue financing federal spending programs until Dec. 8. In an interview with Fox News Sunday, Jordan, a Republican, appeared to cast blame for the debt ceiling hike on party leaders including Ryan, saying they had not provided any “good options” to Trump before he struck a deal with Democrats. “In this situation, he (Trump) wasn’t presented with good options,” said Jordan, co-founder and former chairman of the House Freedom Caucus, the most conservative group in the House. “No one is talking about changing the leadership,” Jordan told Fox. He said a Washington Post story last week that reported that conservatives had met with Ryan to express their dismay about the debt ceiling increase was “hardly news,” because the lawmakers meet with Ryan every week. Rebellious conservatives pushed out Republican John Boehner, Ryan’s predecessor, as speaker in 2015. The new plan also authorized spending $15.25 billion in emergency disaster relief for the victims of hurricanes Harvey and Irma. Ninety House Republicans, including many members of the Freedom Caucus, voted against the measure, which Trump has now signed into law. Conservatives have long called for coupling spending reforms with any measures that raise the U.S. debt ceiling. But the deal did the opposite, raising the ceiling and paying for hurricane relief without spending cuts elsewhere. Republican leaders had urged an 18-month extension of the debt ceiling, but Trump accepted the three-month extension  proposed by Democrats. Jordan said he believed Trump has the same vision and focus as the Freedom Caucus, which was to represent people who felt they had been forgotten by officials in Washington. If conservative options are presented to the president, “I’m confident when that happens, he will pick those options that are conservative,” Jordan said. ",real
NANCY PELOSI’S Face Falls After Joy Reid Questions Her About Stepping Down [Video],"First of all, the picture of President Trump that s behind Pelosi is as funny as it gets. Could that be what got Pelosi all sad during her interview with Joy Reid?House Minority Leader Nancy Pelosi was clearly disturbed by the comments and questions from liberal hack Joy Reid this morning. She made a face when asked about those in the Democratic Party that want to see her step down from her leadership position.MSNBC S Reid discussed with Pelosi the goals of the Democrats in 2018. She mentioned winning back a majority in the House of Representatives. Pelosi smiled at the remark but then things went downhill from there Reid then took a veiled swipe at Pelosi and you could see Pelosi s face fall:  There is still a contingent on the left side of the Democratic Party  that would like to see you ousted as leader. Pelosi is clearly hanging on to her leadership by a thread and continues to deny the rift in the party. Delusional?Oh Boy! Then Reid asked: If the Democrats were to retake the House, do you foresee a challenge to your leadership? Pelosi disagreed and defended her continued leadership:  With all due respect, I disagree with your characterization. I have overwhelming support of my caucus. There are some people there who disagree with me, and that s OK, but I would not say that it s a challenge from the left, because I am on the left. It gets better she takes a swipe at any challengers to her leadership by saying it s about others   ambition Yikes! She s not going down without a fight!Several Democrats have called for Pelosi to step down and MSNBC called the situation an  ugly divide  in the party.We think her time has come and gone but we re with President Trump KEEP HER! SHE S GREAT FOR THE GOP!HERE S ANOTHER RECENT MENTION TO PELOSI ABOUT STEPPING DOWN: WOW! Nancy Pelosi can t keep a train of thought going for more than a few seconds. She stumbles over her own words and can t remember what she just said. She gets really irritated with Meghan McCain who pointed out there s a divide in the Democrat Party. She claims that,  This is our turn! SHE S BANANAS!MEGHAN MCCAIN, CO-HOST  THE VIEW : There s a fracture in your party, like mine. There were people like Tim Ryan that were calling you to step down and asking for new blood. I don t think it s gender, look at the Bernie supporters versus Hillary supporters.PELOSI: Let me, with all due respect, disagree with you. There is not a fracture in our party similar to what s happening to the Republican party. It s always been a dynamic party. That s the vitality of it. You name people that want me to step down, and I can name you people in my caucus that want me to stay. If Hillary had won and dealt with things like Medicaid, MediCare and Affordable Care Act I had an important role in passing that I had a responsibly to protect that. I feel very confident in what I m doing and the support I have. Please don t think it s anything like the fracture that is in the Republican party.MCCAIN: It hasn t stopped us from winning. President Trump is in the White House. There s a break down someplace.PELOSI: This is our turn. This is the first time since 2006 when we won the Congress, and I was the leader at the time. This is the first time the House, congressional   Chuck and I, we are the ones communicating with the American people on this. We have a better deal, better jobs, better future for the American people. We feel comfortable with that. We have to get the message across. It s one thing to have a message. It s another thing to connect.",fake
Trump ban on transgender service members alarms some military officers,"WASHINGTON (Reuters) - U.S. President Donald Trump’s sudden decision to ban transgender  personnel from serving in the military has alarmed some senior military officers who were caught off guard by it. Trump’s declaration, which came via early morning tweets on Wednesday, appeared to pre-empt an ongoing Pentagon review looking into allowing openly transgender recruits to join the military, and he drew criticism from three senior officers interviewed by Reuters on Thursday.     “I hope our commander in chief understands that we don’t transmit orders via Twitter, and that he can’t, either,” one said by telephone, speaking on the condition of anonymity. “Even if this were an order, implementing it legally would take considerable time, if it’s even possible.”      Rights groups and some lawmakers from both parties accused Trump of politically motivated discrimination and said the decision creates uncertainty for transgender active-duty service members and reservists, who say they number in the thousands.. The United States’ top military officer, Marine General Joseph Dunford, told the armed forces on Thursday there had been no change yet to Pentagon policy on transgender personnel. Dunford, chairman of the Joint Chiefs of Staff, acknowledged the uncertainty that followed Trump’s announcement in a note to service chiefs, commanders and senior enlisted leaders. “I know there are questions about yesterday’s announcement on the transgender policy by the President,” Dunford wrote. “There will be no modifications to the current policy until the President’s direction has been received by the Secretary of Defense and the Secretary has issued implementation guidance,” Dunford said in the message, first reported by Reuters. Dunford then made the assurance that the military would “treat all of our personnel with respect.”  His message neither voiced support nor opposition to Trump’s decision. One official, speaking on condition of anonymity, said Dunford in a separate message sent more narrowly to heads of the Army, Navy, Marine Corps and Air Force acknowledged that Trump’s announcement on Wednesday was “unexpected.” The Defense Department had been expected to begin formally allowing transgender people to enlist this year. But Mattis on June 30 approved a six-month delay to allow for a review.  As a presidential candidate, Trump last year had vowed to fight for lesbians, gays, bisexuals and transgender people.  His move on Wednesday was praised by conservative activists and some fellow Republicans. The White House said Trump had “extensive discussions with his national security team,” and that Defense Secretary Jim Mattis was informed after the president decided on Tuesday to go ahead. Trump cited “tremendous medical costs and disruption” as a justification for the ban, a point disputed by experts and advocates for allowing military service to be determined by an individual’s capabilities, not gender identity or sexual preference. The Army’s chief of staff, General Mark Milley, said on Thursday that there had been issues with transgender individuals serving in the Army. “I will be candid. ... This is a complex issue and there (are) a variety of challenges out there that we have to deal with and we have been working through it, but this is not clean-cut either way,” he said. White House spokeswoman Sarah Sanders said implementation of  Trump’s decision was still being worked out. Separately, the Trump administration on Thursday told a U.S. appeals court in New York that federal law does not ban discrimination against gay employees, a sharp reversal of the position Democratic former President Barack Obama took. Trump’s plan to ban transgender military service members has  unleashed legal threats from advocates who say they are seeking plaintiffs who want to sue. Trump’s tweets did not make clear when a ban would go into effect, nor whether it applies to serving members of the military or those wishing to join.  But if the Defense Department actively roots out transgender people and discharges them from the military, the Pentagon is likely to face an especially contentious fight, legal experts say. “There’s no valid justification for excluding transgender people from the military,” said Jon Davidson, legal director for LGBT rights group Lambda Legal. It was also unclear whether it might go beyond active-duty forces and apply to reservists. Indiana National Guard reservist Cameron St. Andrew, who  resigned from full-time service after the November election, told Reuters that as a transgender person he was concerned about his status. “I try to be tough about it,” he said, but added: “It breaks your spirit down.” One active-duty U.S. military officer, speaking on condition of anonymity, said senior officials were not consulted. “We’re scratching our heads and asking where the hell this came from,” the officer said by phone.  “Maybe the president is in step with some members of Congress and some voters, but he is out of step with today’s military. Our service personnel today don’t give a damn about the personal lives of their comrades so long as they know they can trust them when it counts.” ",real
"Suicide bombers attack two Afghan mosques, at least 72 dead","KABUL (Reuters) - Suicide bombers attacked two mosques in Afghanistan on Friday, killing at least 72 people including children, officials and witnesses said. One bomber walked into a Shi ite Muslim mosque in the capital Kabul as people were praying on Friday night and detonated an explosive, one of the worshippers there, Mahmood Shah Husaini, said. At least 39 people died in the blast at the Imam Zaman mosque in the city s western Dasht-e-Barchi district, interior ministry spokesman Najib Danish said. Islamic State has claimed responsibility for the attack, but a statement from the group did not provide evidence to support its claim. Shi ite Muslims have suffered a series of attacks in Afghanistan in recent months, many of them claimed by the Sunni Muslim militants of IS. Separately, a suicide bombing killed at least 33 people at a mosque in central Ghor province, a police spokesman said. The attack appeared to target a local leader from the Jamiat political party, according to a statement from Balkh provincial governor Atta Mohammad Noor, a leading figure in Jamiat. No one immediately claimed responsibility. ",real
MICHELLE OBAMA’S Middle East Speech: Compares Her Oppressive Childhood To Muslim Girls Living Under Sharia Law [VIDEO],"Michelle Obama received $70 million dollars from the feds for her pet project to promote eduction for girls. It s really a front and slush fund for her escapades to Europe, Asia and now the wealthy Middle East Traveling the world on taxpayer dollars is what Mooch does best. This time she s outdone herself with the idiocy of speaking to a radical Muslim group about how bad she had it as a kid in America when these radical Muslims don t think twice about Sharia law and the horror that brings for little girls. What a fool!The First Lady is supposed to be a representative of America and shine a light on the good work we re doing around the world. Michelle Obama can t help but repeatedly bash America and especially slam the status quo in American culture. After all, she did say we need to change our traditions.So here s the latest on her America bashing in the Middle East while on the taxpayer s dime:First Lady Michelle Obama is in Qatar this week for a summit sponsored by a state-controlled foundation that is known for operating mosques that have welcomed extremist clerics, according to a range of sources.Obama is in Qatar a country under congressional scrutiny for its financing of terrorists through the end of the week to attend the country s World Innovation Summit for Education, an annual educational conference sponsored by the Qatar Foundation, which has been marred in controversy due to its ongoing hosting of radical clerics.Founded and run by the former Qatari emir s wife, Sheikha Mozah, the Qatar Foundation houses six satellite campuses owned by American universities and other Western schools at a site outside Doha known as Education City.At its mosque there, the Foundation has welcomed multiple radical clerics in the past several months, prompting criticism from some who accuse the charity of quietly promoting terrorism.One cleric who recently spoke at the mosque, Omar Abdelkafi, has mocked the killings of French satirical writers at Charlie Hebdo, calling the terrorist act  the sequel to the comedy film of 9/11.  Another maintained that  Jews and their helpers must be destroyed. The ongoing appearance of these clerics at the foundation s mosque has raised questions about the Obama administration s endorsement of the charity, which has strived to maintain international legitimacy.Read more: WFBObama addressed the foundation on Wednesday:Michelle Obama went to Qatar to give a speech on girls education. There, the first lady of the United States complained about growing up as a girl in America. Back when I was a girl, even though I was bright and curious and I had plenty of opinions of my own, people were often more interested in hearing what my brother had to say. And my parents didn t have much money; neither of them had a university degree. So when I got to school, I sometimes encountered teachers who assumed that a girl like me wouldn t be a good student. I was even told that I would never be admitted to a prestigious university, so I shouldn t even bother to apply,  Obama said at the Qatar National Convention Center in Doha.  Like so many girls across the globe, I got the message that I shouldn t take up too much space in this world. That I should speak softly and rarely. That I should have modest ambitions for my future. That I should do what I was told and not ask too many questions. But I was lucky, because I had parents who believed in me, who had big dreams for me. They told me, don t ever listen to those who doubt you. They said, just work harder to prove them wrong.  And that s what I did. I went to school. I worked hard. I got good grades. I got accepted to top universities. I went on to become a lawyer, a city government employee, a hospital executive, and  - the most important job I ve ever had  - a mother to two beautiful girls.  Obama did say that the U.S. has made progress.  And as I moved forward, so did my country. In each generation, brave women and men fought to end gender discrimination in the workplace, to pass tougher laws against rape and domestic abuse, to ensure equal access to education for women. And while we still have work to do to achieve full economic, political equality for women in the U.S., today, nearly 60 percent of American university students are women. And as for the law school at Harvard University  - which I actually got my law degree   the Dean of the school is now a woman, as are half the students.  Here s a bit from Michelle Obama s speech: ",fake
OOPS! [Video] Flashback To When Carly Fiorina Made Fun Of A Female Political Opponent’s Appearance,Hmmmm .interesting HT: U.S.Patriot1776 Via: Weasel Zippers,fake
 John Kasich Tells GOP Chair Reince Priebus To Go F*ck Himself,"Reince Priebus openly threatened Kasich and other Republicans that they better blindly support Donald Trump or face the end of their careers. John Kasich doesn t give a shit about Priebus  pathetic threats.On Sunday, the GOP Chair suggested that Republicans who don t fall in line behind Trump could be severely punished in their endeavors to seek election or re-election. Those people need to get on board,  Priebus told Face The Nation: And if they re thinking they re going to run again someday, I think that we re going to evaluate the process   of the nomination process and I don t think it s going to be that easy for them. In order to be on the ballot in South Carolina, you actually have to pledge your support to the nominee, no matter who that person is. So what s the penalty for that? It s not a threat, but that s just the question that we have a process in place. Kasich has repeatedly refused to endorse Donald Trump and did not take kindly to Priebus  threat, issuing a brutal response through his spokesman John Weaver. Thankfully, there are still leaders in this country who put principles before politics. The idea of a greater purpose beyond oneself may be alien to political party bosses like Reince Priebus, but it is at the center of everything Governor Kasich does The Governor is traveling the nation supporting down ballot Republicans and preventing a potential national wipeout from occurring on Reince s watch. Weaver also added that Priebus should be thanking Kasich.So the next time John Kasich seeks re-election or high office it s going to be interesting to watch how Priebus responds. Will he follow through on his threat or will he do an about-face and all of a sudden support Kasich?Threatening someone with political ruin just because they don t support the terrible choice of nominee your party made sounds more like what dictators or fascists do. It s definitely not the hallmark of a party that supposedly supports our democracy. Because by trying to force Republicans to vote a certain way, they are undermining democracy and all the values this country was founded upon.If anyone deserves political backlash, it s Reince Priebus. He created a political atmosphere so toxic that they now have Trump as their leader. The Republicans standing against Trump are the sane ones.Featured image via Mark Wilson/Getty Images",fake
Tillerson to press NATO on defense spending: official,"WASHINGTON (Reuters) - U.S. Secretary of State Rex Tillerson will press this week for NATO allies to demonstrate a “clear path” to increase defense spending, a State Department official said on Tuesday. Tillerson will hold his first meeting with NATO foreign ministers in Brussels on March 31. He will push allies on how they plan to meet a defense spending goal of 2 percent of gross domestic product, and press NATO to increase its role in the fight against terrorism, the official said. “It is no longer sustainable for the United States to maintain a disproportionate share of NATO’s deterrence and defense spending,” the official said in a briefing with reporters, on condition of anonymity. President Donald Trump has unsettled European allies with demands they increase defense spending and talk of establishing an alliance with Russia to counter Islamic State militants. Tillerson’s initial decision to skip his first meeting with NATO foreign ministers to attend expected talks in the United States with Chinese President Xi Jinping also reopened questions about the Trump administration’s commitment to the alliance. The State Department later said the meeting in Brussels had been rescheduled and Tillerson would attend. Five NATO members - Britain, Estonia, Greece, Poland and the United States - currently meet the 2 percent spending threshold, according to 2016 NATO figures. Members of the alliance have until 2024 to meet the targets. The Estonian, Latvian, and Lithuanian foreign ministers met with Tillerson at the State Department on Tuesday. The Baltic states have felt especially vulnerable since Russia annexed Ukraine’s Crimea region in 2014. Asked if they were confident in U.S. support for NATO, Lithuanian Foreign Minister Linas Linkevicius responded “No doubts about that” and Latvian Foreign Minister Edgars Rinkevics and Estonian Foreign Minister Sven Mikser nodded in agreement. The senior State Department official said Trump administration officials are “pushing allies to do more, faster, absolutely no apology for that.” The United States also wants allies to give a “clear path” on how they would meet the threshold, such as timelines and budgetary commitments, he said. But the official declined to state any specifics on what the United States would do if allies did not meet the targets. “Our joint security requires it, that’s the main leverage that we have,” the official said. Defense Secretary Jim Mattis said last month the United States might “moderate” its support for the alliance but gave no details. ",real
